id,Q2,Q6,Q8,Q10,Q12,Q14,Q19,Q17,Q21,Q26,Q24,Q28,Q30,Q32,Q34,age,organization_var,frame_var,weight
846,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,53,1,2,0.779549616
847,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,29,2,1,0.118696041
848,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,28,1,1,0.118696041
849,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,46,1,1,0.118696041
850,Male,University degree,Somewhat proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,7,Slightly important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,32,1,3,5.49E-05
851,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,39,2,2,0.118696041
852,Female,High school degree,Very proud,Rural,Rural,Northern Vietnam,3,5,"Yes, I will tell them not to buy pangolin products.",4,3,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,36,1,2,10.00008081
853,Male,University degree,Somewhat proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,60,2,1,5.49E-05
854,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,53,2,3,0.779549616
855,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,47,1,1,5.49E-05
856,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,3,6,"No, I will let them decide what to do.",1,2,Very important,Slightly important,"No, I have not used traditional Chinese medicine.",Not at all,21,1,3,5.49E-05
857,Male,University degree,Very proud,Urban,Urban,Both equally,7,1,"No, I will let them decide what to do.",2,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,2,3,5.49E-05
858,Male,High school degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,32,1,3,0.779549616
859,Male,High school degree,Somewhat proud,Urban,Urban,Southern Vietnam,6,6,"No, I will let them decide what to do.",6,6,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,26,1,2,0.779549616
860,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,46,2,2,0.118696041
861,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,50,1,1,5.49E-05
862,Female,University degree,Not very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,6,Important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,24,2,3,0.118696041
863,Male,High school degree,Very proud,Rural,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,35,2,1,10.00008081
864,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,7,1,"Yes, I will tell them not to buy pangolin products.",3,2,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,26,2,2,5.49E-05
865,Male,Post-graduate degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",4,4,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,26,2,1,5.49E-05
866,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,2,2,5.49E-05
867,Female,High school degree,Somewhat proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,60,1,1,10.00008081
868,Female,University degree,Very proud,Rural,Rural,Both equally,7,5,"Yes, I will tell them not to buy pangolin products.",2,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,38,2,1,3.663160372
869,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",2,5,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,20,1,3,5.49E-05
870,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,46,1,3,0.118696041
871,Male,High school degree,Very proud,Rural,Urban,Northern Vietnam,2,2,"No, I will let them decide what to do.",2,5,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,27,1,2,10.00008081
872,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,42,1,2,5.49E-05
873,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,31,2,3,0.118696041
874,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,5,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,19,1,2,0.779549616
875,Male,Less than high school degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,6,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,21,2,2,0.779549616
876,Female,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",2,4,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,1,1,0.118696041
877,Male,University degree,Very proud,Urban,Rural,Both equally,6,6,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,40,2,2,5.49E-05
878,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,53,2,3,5.49E-05
879,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,41,1,2,0.118696041
880,Male,University degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,47,2,1,5.49E-05
881,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,29,1,3,0.118696041
882,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,1,3,5.49E-05
883,Male,High school degree,Very proud,Rural,Rural,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",3,5,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,21,2,1,10.00008081
884,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,46,1,1,0.118696041
885,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,6,5,"Yes, I will tell them not to buy pangolin products.",4,4,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,24,2,2,0.118696041
886,Male,University degree,Very proud,Urban,Both,Both equally,6,1,"No, I will let them decide what to do.",6,6,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,23,1,1,5.49E-05
887,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,50,1,1,5.49E-05
888,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,4,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,21,1,3,0.118696041
889,Female,High school degree,Somewhat proud,Urban,Urban,Southern Vietnam,3,6,"Yes, I will tell them not to buy pangolin products.",2,2,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,48,2,2,10.00008081
890,Male,High school degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,19,2,1,0.779549616
891,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,53,2,3,0.779549616
892,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,4,4,"No, I will let them decide what to do.",3,4,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,27,2,3,5.49E-05
893,Male,University degree,Very proud,Urban,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,6,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,36,1,2,5.49E-05
894,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,1,2,5.49E-05
895,Female,University degree,Very proud,Urban,Both,Southern Vietnam,1,1,"Yes, I will tell them not to buy pangolin products.",2,1,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,22,1,3,0.118696041
896,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,24,2,2,0.118696041
897,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,26,2,1,5.49E-05
898,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,36,1,2,5.49E-05
899,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,46,2,3,0.118696041
900,Male,University degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,34,1,1,5.49E-05
901,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,34,2,1,0.118696041
